Chi ha interpellato il ministro dopo che la multinazionale ha trasferito la produzione in Romania?,Che cosa il parlamentare ha interpellato il ministro dopo che la multinazionale ha trasferito in Romania?,Che cosa dici che la multinazionale avrebbe trasferito in Romania?,Chi dice che la multinazionale avrebbe trasferito la produzione in Romania?
Chi ha acquisito la documentazione dopo che l’assessore ha formulato la richiesta?,Che cosa la commissione ha acquisito la documentazione dopo che l’assessore ha formulato?,Che cosa dici che l’assessore avrebbe formulato?,Chi dice che l’assessore avrebbe formulato la richiesta?
Chi ha stampato l’illustrazione dopo che l'autore ha inviato il libro all’editore?,Che cosa il disegnatore ha stampato l’illustrazione dopo che l'autore ha inviato all’editore?,Che cosa dici che l'autore avrebbe inviato all’editore?,Chi dice che l’autore avrebbe inviato il libro all’editore?
Chi ha riscritto il capitolo dopo che il revisore le ha mandato delle note?,Che cosa l'autrice ha riscritto il capitolo dopo che il revisore le ha mandato?,Che cosa dici che il revisore le avrebbe mandato?,Chi dice che il revisore le avrebbe mandato delle note?
Chi ha aggiornato l’articolo dopo che l’azienda ha fatto trapelare la notizia?,Che cosa il giornalista ha aggiornato l’articolo dopo che l’azienda ha fatto trapelare?,Che cosa dici che l’azienda avrebbe fatto trapelare?,Chi dice che l’azienda avrebbe fatto trapelare la notizia?
Chi farà l’investimento dopo che fonderà la cooperativa?,Che cosa Marco farà l’investimento dopo che fonderà?,Che cosa dici che Marco fonderà?,Chi dice che Marco fonderà la cooperativa?
Chi rivedrà la propria decisione dopo che l'ente pubblico completerà la costruzione dell'autostrada?,Che cosa la commissione rivedrà la propria decisione dopo che l'ente pubblico completerà?,Che cosa dici che l'ente pubblico completerà?,Chi dice che l'ente pubblico completerà la costruzione dell'autostrada?
Chi riscontrerà notevoli problemi se il rettore modificherà le modalità di esame?,Che cosa i docenti riscontreranno notevoli problemi se il rettore modificherà?,Che cosa dici che il rettore modificherà?,Chi dice che il rettore modificherà le modalità di esame?
Chi infrangerà il muro del suono se aumenterà la velocità dell'aereo?,Che cosa il pilota infrangerà il muro del suono se aumenterà?,Che cosa dici che il pilota aumenterà?,Chi dice che il pilota aumenterà la velocità dell'aereo?
Chi aumenterà le vendite se rilascerà la nuova versione?,Che cosa lo studio aumenterà le vendite se rilascerà?,Che cosa dici che lo studio rilascerà?,Chi dice che lo studio rilascerà la nuova versione?
Chi annuncerà la manifestazione se il governo non ritirerà il decreto?,Che cosa il comitato annuncerà la manifestazione se il governo non ritirerà?,Che cosa dici che il governo non ritirerà?,Chi dice che il governo non ritirerà il decreto?
Chi organizzerà una festa se supererà l’esame?,Cosa Gianni organizzerà una festa se supererà?,Che cosa dici che Gianni supererà?,Chi dice che Gianni supererà l’esame?
Chi scriverà una recensione se l'editore pubblicherà il libro?,Che cosa Lucia scriverà una recensione se l'editore pubblicherà?,Che cosa dici che Lucia pubblicherà?,Chi dice che Lucia pubblicherà il libro?
Chi farà un dispiacere a Gianni se cambierà idea?,Che cosa Luisa farà un dispiacere a Gianni se cambierà?,Che cosa dici che Luisa cambierà?,Chi dice che Luisa cambierà idea?
Chi prenderà l’autobus se l'agenzia confermerà le previsioni del tempo?,Che cosa Luisa prenderà l’autobus se l'agenzia confermerà?,Che cosa dici che l'agenzia confermerà?,Chi dice che l'agenzia confermerà le previsioni del tempo?
Chi chiuderà i battenti se il sindacato indirà lo sciopero?,Che cosa gli edicolanti chiuderanno i battenti se il sindacato indirà?,Che cosa dici che il sindacato indirà?,Chi dice che il sindacato indirà lo sciopero?
Chi accantonerà la legge se la camera boccerà l'emendamento?,Che cosa il gruppo accantonerà la legge se la camera boccerà?,Che cosa dici che la camera boccerà?,Chi dice che la camera boccerà l'emendamento?
Chi farà una passeggiata se non si è schiarita le idee?,Che cosa Luisa farà una passeggiata se non si è schiarita?,Che cosa dici che Luisa non si è schiarita?,Chi dice che Luisa non si è schiarita le idee?
Chi preparerà un piatto tipico se troverà la ricetta?,Che cosa Luisa preparerà un piatto tipico se troverà?,Che cosa dici che Luisa troverà?,Chi dice che Luisa troverà la ricetta?
Chi riformulerà la frase se ha commesso un errore?,Che cosa Giovanna riformulerà la frase se ha commesso?,Che cosa dici che Giovanna ha commesso?,Chi dice che Giovanna ha commesso un errore?
Chi aumenterà i profitti se l'impresa metterà in commercio il prodotto?,Che cosa gli azionisti aumenteranno i profitti se l'impresa metterà in commercio?,Che cosa dici che l'impresa metterà in commercio?,Chi dice che l'impresa metterà in commercio il prodotto?
Chi chiamerà Gianni se non ricorda l'indirizzo di Chiara?,Che cosa Luisa chiamerà Gianni se non ricorda?,Che cosa dici che Luisa non ricorda?,Chi dice che Luisa non ricorda l'indirizzo di Chiara?
Chi si preoccupa se l’avvocato dimentica la borsa in ufficio?,Cosa ti preoccupi se l’avvocato dimentica in ufficio?,Che cosa dici che l’avvocato avrebbe dimenticato in ufficio?,Chi dice che l’avvocato avrebbe dimenticato la borsa in ufficio?
Chi si infuria se uso il cellulare in classe?,Cosa ti infuri se uso in classe?,Che cosa dici che uso in classe?,Chi dice che uso il cellulare in classe?
Chi verrà licenziato se ha violato il regolamento?,Cosa il manager verrà licenziato se ha violato?,Che cosa dici che il manager ha violato?,Chi dice che il manager ha violato il regolamento?
Chi perderà i soldi se non ritroverà il suo portafogli?,Che cosa Marco perderà i soldi se non ritroverà?,Che cosa dici che Marco non ritroverà?,Chi dice che Marco non ritroverà il suo portafogli?
Chi scatterà delle foto prima che il sindaco abbia inaugurato il museo?,Che cosa la tua amica scatterà delle foto prima che il sindaco abbia inaugurato?,Che cosa dici che il sindaco avrebbe inaugurato?,Chi dice che il sindaco avrebbe inaugurato il museo?
Chi avanzerà la proposta prima che il consiglio di amministrazione abbia elaborato il programma?,Che cosa il dirigente avanzerà la proposta prima che il consiglio di amministrazione abbia elaborato?,Che cosa dici che il consiglio di amministrazione avrebbe elaborato?,Chi dice che il consiglio di amministrazione avrebbe elaborato il programma?
Chi raccoglierà le idee prima che l'intervistatore abbia avviato il colloquio?,Che cosa Luisa raccoglierà le idee prima che l'intervistatore abbia avviato?,Che cosa dici che l'intervistatore avrebbe avviato?,Chi dice che l'intervistatore avrebbe avviato il colloquio?
Chi ha organizzato la sua festa di laurea prima che Marta conoscesse Chiara?,Chi Mario ha organizzato la sua festa di laurea prima che Marta conoscesse?,Chi dici che Marta ha conosciuto?,Chi dice che Marta ha conosciuto Chiara?
Chi abitava a Milano quando ha ultimato il lavoro?,Che cosa Paolo abitava a Milano quando ha ultimato?,Che cosa dici che Paolo ha ultimato?,Chi dice che Paolo ha ultimato il lavoro?
Chi ha avviato l’attività quando ha raccolto i fondi sufficienti?,Che cosa l'imprenditore ha avviato l’attività quando ha raccolto?,Che cosa dici che l'imprenditore ha raccolto?,Chi dice che l'imprenditore ha raccolto i fondi sufficienti?
Chi ha scritto delle note mentre leggeva il libro?,Che cosa l'intellettuale ha scritto delle note mentre leggeva?,Che cosa dici che l'intellettuale leggeva?,Chi dice che l'intellettuale leggeva il libro?
Chi organizzerà una festa ma non inviterà Chiara?,Chi Luisa organizzerà una festa ma non inviterà?,Chi dici che Luisa non inviterà?,Chi dice che Luisa non inviterà Chiara?
