Chi ha anticipato la notizia che l’assessore avrebbe inaugurato l’ospedale?,Cosa hai anticipato la notizia che l’assessore avrebbe inaugurato?,Cosa hai rivelato che l’assessore avrebbe inaugurato?,Chi ha rivelato che l’assessore avrebbe inaugurato l’ospedale?
Chi ha avuto l'intuizione che Luisa avrebbe tratto l’informazione da questo libro?,Cosa hai avuto l'intuizione che Luisa avrebbe tratto da questo libro?,Cosa hai intuito che Luisa avrebbe tratto da questo libro?,Chi ha intuito che Luisa avrebbe tratto l’informazione da questo libro?
Chi ha messo in dubbio il fatto che Francesco avrebbe riscritto l’articolo?,Cosa hai messo in dubbio il fatto che Francesco avrebbe riscritto?,Cosa hai dubitato che Francesco avrebbe riscritto?,Chi ha dubitato che Francesco avrebbe riscritto l’articolo?
Chi ha messo in dubbio il fatto che gli iscritti avrebbero versato la quota annuale?,Cosa hai messo in dubbio il fatto che gli iscritti avrebbero versato?,Cosa hai messo in dubbio che gli iscritti avrebbero versato?,Chi ha messo in dubbio che gli iscritti avrebbero versato la quota annuale?
Chi ha mostrato la prova che la Francia avrebbe debellato il morbo?,Cosa hai mostrato la prova che la Francia avrebbe debellato?,Cosa hai dimostrato che la Francia avrebbe debellato?,Chi ha dimostrato che la Francia avrebbe debellato il morbo?
Chi ha smentito la voce che l'agenzia avrebbe diffuso il sondaggio?,Cosa hai smentito la voce che l'agenzia avrebbe diffuso?,Cosa hai smentito che l'agenzia avrebbe diffuso?,Chi ha smentito che l'agenzia avrebbe diffuso il sondaggio?
Chi ha anticipato il fatto che il giornalista avrebbe recensito il ristorante?,Cosa hai anticipato il fatto che il giornalista avrebbe recensito?,Cosa hai rivelato che il giornalista avrebbe recensito?,Chi ha rivelato che il giornalista avrebbe recensito il ristorante?
Chi ha fatto l’osservazione che Francesca avrebbe riordinato la sua stanza?,Cosa hai fatto l’osservazione che Francesca avrebbe riordinato?,Cosa hai osservato che Francesca avrebbe riordinato?,Chi ha osservato che Francesca avrebbe riordinato la sua stanza?
Chi ha fatto l’affermazione che le idee verdi senza colore avrebbero dormito furiosamente?,Cosa hai fatto l’affermazione che avrebbero dormito furiosamente?,Cosa hai affermato che avrebbero dormito furiosamente?,Chi ha affermato che le idee verdi senza colore avrebbero dormito furiosamente?
Chi ha sentito la storia che il turista avrebbe visitato il museo?,Cosa hai sentito la storia che il turista avrebbe visitato?,Cosa hai sentito che il turista avrebbe visitato?,Chi ha sentito che il turista avrebbe visitato il museo?
Chi ha fatto la previsione che la neopatentata avrebbe parcheggiato l’auto in centro?,Cosa hai fatto la previsione che la neopatentata avrebbe parcheggiato in centro?,Cosa hai previsto che la neopatentata avrebbe parcheggiato in centro?,Chi ha previsto che la neopatentata avrebbe parcheggiato l’auto in centro?
Chi ha fatto l’osservazione che il paziente avrebbe assunto il farmaco a stomaco vuoto?,Cosa hai fatto l’osservazione che il paziente avrebbe assunto a stomaco vuoto?,Cosa hai osservato che il paziente avrebbe assunto a stomaco vuoto?,Chi ha osservato che il paziente avrebbe assunto il farmaco a stomaco vuoto?
Chi ha commentato il fatto che Marco avrebbe notato l’atteggiamento del suo collega?,Cosa hai commentato il fatto che Marco avrebbe notato?,Cosa hai osservato che Marco avrebbe notato?,Chi ha osservato che Marco avrebbe notato l’atteggiamento del suo collega?
Chi ha fatto la previsione che Chiara avrebbe eseguito il piano alla perfezione?,Cosa hai fatto la previsione che Chiara avrebbe eseguito alla perfezione?,Cosa hai previsto che Chiara avrebbe eseguito alla perfezione?,Chi ha previsto che Chiara avrebbe eseguito il piano alla perfezione?
Chi ha fatto l’insinuazione che Luca avrebbe guadagnato molti soldi?,Cosa hai fatto l’insinuazione che Luca avrebbe guadagnato?,Cosa hai insinuato che Luca avrebbe guadagnato?,Chi ha insinuato che Luca avrebbe guadagnato molti soldi?
Chi ha fatto la precisazione che Maria avrebbe citato quell’articolo di legge?,Cosa hai fatto la precisazione che Maria avrebbe citato?,Cosa hai precisato che Maria avrebbe citato?,Chi ha precisato che Maria avrebbe citato quell’articolo di legge?
Chi ha fatto l’affermazione che Lucia avrebbe aguzzato l’ingegno?,Cosa hai fatto l’affermazione che Lucia avrebbe aguzzato?,Cosa hai affermato che Lucia avrebbe aguzzato?,Chi ha affermato che Lucia avrebbe aguzzato l’ingegno?
Chi ha fatto l’osservazione che Tiziano avrebbe raccolto quelle piante in montagna?,Cosa hai fatto l’osservazione che Tiziano avrebbe raccolto in montagna?,Cosa hai osservato che Tiziano avrebbe raccolto in montagna?,Chi ha osservato che Tiziano avrebbe raccolto quelle piante in montagna?
Chi ha commentato il fatto che Marta avrebbe cercato un libro da leggere?,Cosa hai commentato il fatto che Marta avrebbe cercato?,Cosa hai commentato che Marta avrebbe cercato?,Chi ha commentato che Marta avrebbe cercato un libro da leggere?
Chi ha commentato il fatto che il giocatore avrebbe mischiato le carte?,Cosa hai commentato il fatto che il giocatore avrebbe mischiato?,Cosa hai osservato che il giocatore avrebbe mischiato?,Chi ha commentato che il giocatore avrebbe mischiato le carte?
Chi ha negato il fatto che l'utente avrebbe cambiato operatore telefonico?,Cosa hai negato il fatto che l'utente avrebbe cambiato?,Cosa hai negato che l'utente avrebbe cambiato?,Chi ha negato che l'utente avrebbe cambiato operatore telefonico?
Chi ha fatto l’affermazione che il tuo amico avrebbe mandato una cartolina?,Cosa hai fatto l’affermazione che il tuo amico avrebbe mandato?,Cosa hai affermato che il tuo amico avrebbe mandato?,Chi ha affermato che il tuo amico avrebbe mandato una cartolina?
Chi ha fatto l’affermazione che Carlo avrebbe ricordato a memoria tutte le istruzioni?,Cosa hai fatto l’affermazione che Carlo avrebbe ricordato a memoria?,Cosa hai affermato che Carlo avrebbe ricordato a memoria?,Chi ha affermato che Carlo avrebbe ricordato a memoria tutte le istruzioni?
Chi ha fatto la previsione che l’autogrill avrebbe aumentato i prezzi?,Cosa hai fatto la previsione che l’autogrill avrebbe aumentato?,Cosa hai previsto che l’autogrill avrebbe aumentato?,Chi ha previsto che l’autogrill avrebbe aumentato i prezzi?
Chi ha confermato il fatto che lo studente avrebbe risolto problema?,Cosa hai confermato il fatto che lo studente avrebbe risolto?,Cosa hai confermato che lo studente avrebbe risolto?,Chi ha confermato che lo studente avrebbe risolto problema?
Chi ha fatto l’osservazione che quei due avrebbero scattato una foto davanti al monumento?,Cosa hai fatto l’osservazione che quei due avrebbero scattato davanti al monumento?,Cosa hai osservato che quei due avrebbero scattato davanti al monumento?,Chi ha osservato che quei due avrebbero scattato una foto davanti al monumento?
Chi ha anticipato la notizia che il consiglio di amministrazione avrebbe redatto il programma?,Cosa hai anticipato la notizia che il consiglio di amministrazione avrebbe redatto?,Cosa hai rivelato che il consiglio di amministrazione avrebbe redatto?,Chi ha rivelato che il consiglio di amministrazione avrebbe redatto il programma?
Chi ha fatto l’annuncio che l'impresa avrebbe pareggiato il bilancio?,Cosa hai fatto l’annuncio che l'impresa avrebbe pareggiato?,Cosa hai annunciato che l'impresa avrebbe pareggiato?,Chi ha annunciato che l'impresa avrebbe pareggiato il bilancio?
