Di chi pensi che il commento di Luisa abbia incontrato l'indifferenza?,Di chi pensi che il commento abbia incontrato l'indifferenza di Gianni?,Chi credi che abbia pronunciato il commento?,Chi credi che il commento abbia annoiato?
Di chi pensi che il vestito del designer abbia ispirato il gusto?,Di chi pensi che il vestito abbia ispirato il gusto di Luisa?,Chi credi che abbia disegnato il vestito?,Chi credi che il vestito abbia ispirato?
Di chi pensi che la speculazione del mediatore abbia dilapidato i risparmi?,Di chi pensi che la speculazione abbia dilapidato i risparmi dei pensionati?,Chi credi che abbia fatto la speculazione?,Chi credi che la speculazione abbia impoverito?
Di chi pensi che l'investimento degli azionisti abbia seguito l'annuncio?,Di chi pensi che l'investimento abbia seguito l'annuncio dei dirigenti?,Chi credi che abbia avviato l'investimento?,Chi credi che l'investimento abbia arricchito?
Di chi pensi che l'esperimento del ricercatore abbia esplorato il comportamento?,Di chi pensi che l'esperimento abbia esplorato il comportamento dei soggetti?,Chi credi che abbia ideato l'esperimento?,Chi credi che l'esperimento abbia testato?
Di chi pensi che il finanziamento dell'industriale abbia condizionato la ricerca?,Di chi pensi che il finanziamento abbia condizionato la ricerca dello scienziato?,Chi credi che abbia elargito il finanziamento?,Chi credi che il finanziamento abbia sovvenzionato?
Di chi pensi che la teoria del linguista abbia stimolato il movimento?,Di chi pensi che la teoria abbia stimolato il movimento dei lettori?,Chi credi che abbia elaborato la teoria?,Chi credi che la teoria abbia stimolato?
Di chi pensi che le dichiarazioni del pentito abbiano svelato il nascondiglio?,Di chi pensi che le dichiarazioni abbiano svelato il nascondiglio del boss?,Chi credi che abbia reso le dichiarazioni?,Chi credi che le dichiarazioni abbiano incriminato?
Di chi pensi che le rivelazioni della talpa abbiano scoperchiato il malaffare?,Di chi pensi che le rivelazioni abbiano scoperchiato il malaffare dei colletti bianchi?,Chi credi che abbia divulgato le rivelazioni?,Chi credi che le rivelazioni abbiano incastrato?
Di chi pensi che il dibattito dei candidati abbia scoraggiato l'impegno?,Di chi pensi che il dibattito abbia scoraggiato l'impegno degli elettori?,Chi credi che abbia condotto il dibattito?,Chi credi che il dibattito abbia scoraggiato?
Di chi pensi che il testo degli sceneggiatori abbia basito la recitazione?,Di chi pensi che il testo abbia basito la recitazione degli attori?,Chi credi che abbia scritto il testo?,Chi credi che il testo abbia basito?
Di chi pensi che il gatto di Luisa abbia graffiato il labrador?,Di chi pensi che il gatto abbia graffiato il labrador di Gianni?,Chi credi che abbia accarezzato il gatto?,Chi credi che il gatto abbia graffiato?
Di chi pensi che il provino del regista abbia aiutato la carriera?,Di chi pensi che il provino abbia aiutato la carriera della modella?,Chi credi che abbia superato il provino?,Chi credi che il provino abbia aiutato?
Di chi pensi che l'intervista della stagista abbia pubblicizzato la scappatella?,Di chi pensi che l'intervista abbia pubblicizzato la scappatella del presidente?,Chi credi che abbia concesso l'intervista?,Chi credi che l'intervista abbia imbarazzato?
Di chi pensi che le indicazioni dello stilista abbiano messo alla prova le abilità?,Di chi pensi che le indicazioni abbiano messo alla prova le abilità del sarto?,Chi credi che abbia dato le indicazioni?,Chi credi che le indicazioni abbiano messo alla prova?
Di chi pensi che la risposta dell'intervistato abbia sottolineato l'ipocrisia?,Di chi pensi che la risposta abbia sottolineato l'ipocrisia del presentatore?,Chi credi che abbia ricevuto la risposta?,Chi credi che la risposta abbia smentito?
Di chi pensi che la pochezza della regina abbia umiliato la dignità?,Di chi pensi che la pochezza abbia umiliato la dignità dei sudditi?,Chi credi che abbia mostrato pochezza?,Chi credi che la pochezza abbia umiliato?
Di chi pensi che il narcisismo del dirigente abbia aumentato la tensione?,Di chi pensi che il narcisismo abbia umiliato la dignità degli impiegati?,Chi credi che abbia subito il narcisismo?,Chi credi che il narcisismo abbia stressato?
Di chi pensi che l'ottusità dei governanti abbia oppresso la libertà?,Di chi pensi che l'ottusità abbia oppresso la libertà dei popoli?,Chi credi che abbia sopportato l'ottusità?,Chi credi che l'ottusità abbia oppresso?
